UBA.Genome.ID	Experiment.Title	Study.Title
UBA2565	metagenome of Black band layer from Belize Orbicella	Coral mucus Targeted Locus (Loci)
UBA2566	metagenome of Black band layer from Belize Orbicella	Coral mucus Targeted Locus (Loci)
UBA2567	Shotgun sequencing of environmental sample: Sample P00182	New York City MTA subway samples Metagenome
UBA2568	Shotgun sequencing of environmental sample: Sample P00188	New York City MTA subway samples Metagenome
UBA2569	Shotgun sequencing of environmental sample: Sample P00188	New York City MTA subway samples Metagenome
UBA2570	Shotgun sequencing of environmental sample: Sample P00390	New York City MTA subway samples Metagenome
UBA2571	Shotgun sequencing of environmental sample: Sample P00390	New York City MTA subway samples Metagenome
UBA2572	Shotgun sequencing of environmental sample: Sample P00390	New York City MTA subway samples Metagenome
UBA2573	Shotgun sequencing of environmental sample: Sample P00389	New York City MTA subway samples Metagenome
UBA2574	Shotgun sequencing of environmental sample: Sample P00389	New York City MTA subway samples Metagenome
UBA2575	Shotgun sequencing of environmental sample: Sample P00392	New York City MTA subway samples Metagenome
UBA2576	Shotgun sequencing of environmental sample: Sample P00392	New York City MTA subway samples Metagenome
UBA2577	Shotgun sequencing of environmental sample: Sample P00392	New York City MTA subway samples Metagenome
UBA2578	Shotgun sequencing of environmental sample: Sample P00392	New York City MTA subway samples Metagenome
UBA2579	Shotgun sequencing of environmental sample: Sample P00398	New York City MTA subway samples Metagenome
UBA2580	Shotgun sequencing of environmental sample: Sample P00398	New York City MTA subway samples Metagenome
UBA2581	Shotgun sequencing of environmental sample: Sample P00398	New York City MTA subway samples Metagenome
UBA2582	Shotgun sequencing of environmental sample: Sample P00398	New York City MTA subway samples Metagenome
UBA2583	Shotgun sequencing of environmental sample: Sample P00398	New York City MTA subway samples Metagenome
UBA2584	Shotgun sequencing of environmental sample: Sample P00393	New York City MTA subway samples Metagenome
UBA2585	Shotgun sequencing of environmental sample: Sample P00397	New York City MTA subway samples Metagenome
UBA2586	Shotgun sequencing of environmental sample: Sample P00397	New York City MTA subway samples Metagenome
UBA2587	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2588	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2589	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2590	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2591	fracture water metagenome: Sample MM51940FW200712	Fracture water Metagenome
UBA2592	fracture water metagenome: Sample MM51940FW200712	Fracture water Metagenome
UBA2593	fracture water metagenome: Sample MM51940FW200712	Fracture water Metagenome
UBA2594	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2595	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2596	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2597	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2598	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2599	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2600	fracture water metagenome: Sample TT107FW240811	Fracture water Metagenome
UBA2601	Shotgun sequencing of environmental sample: Sample P01357	New York City MTA subway samples Metagenome
UBA2602	Shotgun sequencing of environmental sample: Sample P01357	New York City MTA subway samples Metagenome
UBA2603	Shotgun sequencing of environmental sample: Sample P01355	New York City MTA subway samples Metagenome
UBA2604	Shotgun sequencing of environmental sample: Sample P01355	New York City MTA subway samples Metagenome
UBA2605	Shotgun sequencing of environmental sample: Sample P00210	New York City MTA subway samples Metagenome
UBA2606	Shotgun sequencing of environmental sample: Sample P00210	New York City MTA subway samples Metagenome
UBA2607	Shotgun sequencing of environmental sample: Sample P00210	New York City MTA subway samples Metagenome
UBA2608	Shotgun sequencing of environmental sample: Sample P00210	New York City MTA subway samples Metagenome
UBA2609	Shotgun sequencing of environmental sample: Sample P01470	New York City MTA subway samples Metagenome
UBA2610	Shotgun sequencing of environmental sample: Sample P01470	New York City MTA subway samples Metagenome
UBA2611	Shotgun sequencing of environmental sample: Sample P01470	New York City MTA subway samples Metagenome
UBA2612	Shotgun sequencing of environmental sample: Sample P01470	New York City MTA subway samples Metagenome
UBA2613	Shotgun sequencing of environmental sample: Sample P01470	New York City MTA subway samples Metagenome
UBA2614	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2615	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2616	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2617	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2618	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2619	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2620	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2621	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2622	Shotgun sequencing of environmental sample: Sample P01474	New York City MTA subway samples Metagenome
UBA2623	Shotgun sequencing of environmental sample: Sample P01474	New York City MTA subway samples Metagenome
UBA2624	Shotgun sequencing of environmental sample: Sample P01474	New York City MTA subway samples Metagenome
UBA2625	Shotgun sequencing of environmental sample: Sample P01474	New York City MTA subway samples Metagenome
UBA2626	Shotgun sequencing of environmental sample: Sample P01474	New York City MTA subway samples Metagenome
UBA2627	Shotgun sequencing of environmental sample: Sample P00202	New York City MTA subway samples Metagenome
UBA2628	Shotgun sequencing of environmental sample: Sample P00202	New York City MTA subway samples Metagenome
UBA2629	Shotgun sequencing of environmental sample: Sample P01480	New York City MTA subway samples Metagenome
UBA2630	Shotgun sequencing of environmental sample: Sample P01480	New York City MTA subway samples Metagenome
UBA2631	Shotgun sequencing of environmental sample: Sample P01480	New York City MTA subway samples Metagenome
UBA2632	Shotgun sequencing of environmental sample: Sample P01480	New York City MTA subway samples Metagenome
UBA2633	Shotgun sequencing of environmental sample: Sample P01480	New York City MTA subway samples Metagenome
UBA2634	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2635	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2636	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2637	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2638	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2639	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2640	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2641	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2642	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2643	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2644	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2645	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2646	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2647	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2648	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2649	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2650	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2651	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2652	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2653	Lake Lanier Metagenome LL_1007A	Lake Lanier Metagenome
UBA2654	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2655	Shotgun sequencing of environmental sample: Sample P01022	New York City MTA subway samples Metagenome
UBA2656	Shotgun sequencing of environmental sample: Sample P01022	New York City MTA subway samples Metagenome
UBA2657	Shotgun sequencing of environmental sample: Sample P01022	New York City MTA subway samples Metagenome
UBA2658	Shotgun sequencing of environmental sample: Sample P01022	New York City MTA subway samples Metagenome
UBA2659	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2660	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2661	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2662	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2663	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2664	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2665	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2666	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2667	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2668	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2669	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2670	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2671	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2672	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2673	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2674	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2675	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2676	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2677	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2678	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2679	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2680	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2681	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2682	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2683	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2684	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2685	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
